author,comment,replied_to
@hellothisisme2010,"I agree - and both points are very well places to mess up badly.
Asian countries are very prone to overpopulation, so finding a delicate balance for point (1) is one tough task.
For (2) plans for education system overhaul are already in progress, but only time will tell if this will work. Worst case, it becomes the hellhole (at least from other's experiences) being America's education system.",@HoangQuanNguyen-g9d
@processv,❤❤❤,@HoangQuanNguyen-g9d
@Certifiedl3unny,Is the poverty rate much lower due to communism?,
@rrnger2931,Am a vietnamese and this video really surprising me! Thanks for all your reaserching about our country,
@682justin,Vietnam is downhill,
@synghito4779,"Firstly, there is no valid evident on the lack of freedom in Vietnam and stop blaming everything on communism. Secondly, it was not until 1989 that Vietnam was not be attacked by Chinese anymore. Furthermore, Vietnam was isolated and not be able to join the global market until 1994, when the United State eventually lifted the embargo on Vietnam. Formal normalization occurred in one year after-1995. Therefore, it is clear that Vietnam has a very limited time to develop, just about 30 years. Making comparison between Vietnam's economy and other Asian nations is apparently irrational. For example, as Thailand has not be invaded since 1945, this country has almost... 80 years.",
@thaovuong106,"Là một người Việt Nam tôi chỉ nói với đồng bào mình là Cố lên!
Thế giới này chỉ có tự cường dân tộc mới tồn tại",
@LocHoang-u2x,"La mot nguoi Viet Nam, toi chi noi voi dong bao cua toi la hay xuong duong de xoa bo che do cong san tham nhung cuop boc thi moi co the ngoc dau len duoc",@thaovuong106
@processv,Yes ❤❤❤❤,@thaovuong106
@Hongkong65555,応援します🎉🎉🎉,
@thinhpham9705,"Trời ơi nước mình phát triển thì tốt mà sao nhiều người vào comment tự nhục ghê. Ở nước nào mà chẳng có khó khăn phải vượt qua, qua được khó khăn thì càng lớn mạnh lên thôi chứ có gì đâu mà chê bai nước mình. Vả lại, người nước ngoài bây giờ khi nhìn vào đã thấy nước mình phát triển tích cực đến như này rồi thì tương lai không lẽ lại tệ đi được ?",
@AnhPhuong-jk8td,"There are still big problems in public sectors and government agencies like corruption, interest groups, political games, nepotism, underpaid... very bad working culture. Young intelligent people never want to work in these places (unless they are nepo babies). It's very sad since public agencies should be leading factors to drive changes and it should attract more talents",
@VanminhVn2,"No way! It could be true for the educated and decent people like Korea or Taiwan; For the viet communists, it is Like giving money to an addicted, the 5 millions communists and ten of millions of their relatives will suck all the money. Look at their castles now while the people are barely have enough food to eat.",
@aitran2703,Haha if they dont have food why they can still alive today. I think you guy need some water because you guy khát nước 😂,@VanminhVn2
@maituilai,"haha, we even dont have internet, we can watch youtube by air, haha, poor guy",@VanminhVn2
@joy.max.,Rich from stealing neighbors resources,
@imjustaguypassingthrough6260,"the neighbors can just stop it , but they didnt , so its legit",@joy.max.
@slayermate07,vietnam be like little china,
@SwaqHeavy,Du ma brand new air foc condom,
@imnyselfni,Rich on extortion,
@DungTranBGG,"Tại sao fai thù ghét nhau, giúp nhau cùng  phát triển có tốt hơn ko :)). Tui người vn nghĩ đơn giản thế thui. Hận thù ko làm chúng ta giàu có, giàu có chưa chắc làm chúng ta hạnh phúc ...",
@LiterallyNoNameAtAll,I would not have clicked this video if I am not a Vietnamese,
@AshleyTsaqofi,"as an Indonesian, Vietnam economy and history is a really an interesting subject to study",
@Collfuse,Vietnam has best of both worlds Capitalism and communism,
@vanhieu1178,"boat people =))). Ducanger, Calier, water insufficienter, no countrier, sucvater, baquer, phandonger, 😂😂",
@Datrandomasianguy,"Bruh is this a joke?😂. With all the corruptions and power-craving dictators, the economy is all in shamble now.",
@ethandouro4334,"Wdym, Vietnam is doing a purge on corruption and imprisoned a billionaire",@Datrandomasianguy
@MathHunter,"Me looking at that font error in ""Đổi mới"":",
@tomtran1,doi moi is not renovation. it's change over to the new,
@stephenyang2844,"$300 to $4000 in 35 years is good but hardly spectacular, translates to 7.7% growth, compare to ~10% achieved by China in 1970 to 2005.",
@anhlam7131,"China economy developed earlier in the 1980's  because of economic reform with opening up foreign investment and trade to the West. Unlike Vietnam that just ended the  war with USA which led to massive damage to infrastructure, factories and skilled educated workers fleeing the country. Not to mention  the 30 year US embargo  prevented Vietnam from receiving financial aid and trading/ exports to many countries which was lifted in 1994. Also Sino China war in 1979 devastated North Vietnam industrial factories.",@stephenyang2844
@anhlam7131,Vietnam economy really  started to develop in the early 2000's which is only less than 25 years.,@stephenyang2844
@hoanglongcao8969,"What makes me laugh is that this video still tries to bring down Vietnam by saying they have low human rights as well as corruption and then says that capitalism is the best way to get rich, I admit capitalism is very rich , because their entire history is colonial plunder as well as censorship of the press talking about war and suppressing peace protests lol",
@HuyTran-vf1dl,Viet Nam got 4 unicorns,
@leoyeo9481,They will come up..,
@jpnphom5470,"nope theyre communists,,,,hates whites ….you just watch…just like china",
@phuongkieu1726,😂😂😂,@jpnphom5470
@chepca4870,😂😂😂😂😂,@jpnphom5470
@thytran7267,There are street planning issues when it rains that need to be thoroughly resolved.,
@Avdbr,"“The future belongs to socialism.”

— Erich Honecker",
@arday5484,"It's funny how current Ph President leaks ass on the West/USA yet Vietnam, a communist receives all huge factories for Western/ American brands 😂. Well done Vietnam. Forecasting your country to be the next South Korea.",
@quangnguyenduc8862,Đảo hoàng sa trường sa đâu 😅,
@pipi7267,Bản đồ Trường Sa và Hoàng Sa đâu ????? biển đông đâu?  ??? định tẩy trắng làm cách mạng mày à ????,
@AdamJRowen,what a mouth piece.,
@LuonSokunneary,"For sure, we have to accept that Vietnam is suited to be rich country thank to its potential and dynamic people.",
@lethiquynhnhu724,"Instead of becoming a rich country, I prefer a fair, democratic, civilized Vietnam with a developed society but not too much disparity between rich and poor. I am satisfied with the current situation in the country, and so are many people around me.",
@dath.8932,"As a Vietnamese, I think everybody think too much. It will happen in ur dream but don’t in real life! Stop ✋ vẻ thinking.",
@abeautifulday9908,COMMUNIST VIETNAM. ANOTHER CHINA'S PROVINCE. NOTHING MORE,
@kirito3082,The communist intelligence lifted people out of poverty by introducing capitalism,
@tungnse,"As a local I'm not so sure. Too much corruption is draggong us down. That being said, still better than selling ourselves to USA like some traitorous Californian Viet.",
@Chr1s808,You’re just jealous and wish you were not living in Vietnam.,@tungnse
@imjustaguypassingthrough6260,"@@Chr1s808 been living in vietnam for 5 years , it doesnt have any karen , protester , woke , luv it",@tungnse
@duongnguyenthuy805,"As a Vietnamese person, I must say that this channel had worked so hard to give everyone detailed informations. Tks❤",
@incredibledn,"thanks for calling it ""viet-nam"" instead of ""viet-nom""",
@2asek,"The war, which ended in 1975, is not long behind us. We Vietnamese are fighters and hardworking people. We are confident in our ability to build a bright future, drawing on our resilience, dedication, and unity.",
@BlueBloxRoblox,"I believe that Vietnam will develop into a prosperous country in the future. Their people has always wanted to become something extraordinary to put new boundaries and join the world in the coming future. 

I've just visited it, beautiful tbh",
@mattparke4370,"If there is no more wars, Vietnam will become the next Japan. Vietnam had to multitask economy and fight for 4000 years straight against China, France, Japan, Cambodia, Thailand, Laos, South Korea, and USA",@BlueBloxRoblox
@vietnamese1016,"You're right, we're yearning for a better future.",@BlueBloxRoblox
@LocHoang-u2x,"Lots of people always want to become something extraordinary, but 99.99% of these people will never become what they desire, live paycheck to paycheck, and then they die.",@BlueBloxRoblox
@BlueBloxRoblox,@@LocHoang-u2x hello mr bot,@BlueBloxRoblox
@hellothisisme2010,"@@LocHoang-u2x no matter the country, the struggle is universal",@BlueBloxRoblox
@top1elsu07,Such an useful video ❤,
@simonsheey,"Vietnam has a predictable better future than India. Please do not compare Vietnam with India, it's just not fair to Vietnam.",
